Unnamed: 0,1: Easy to Use  (Clear Steps),1: Works Fine (Fast),2: Recomendaría,5: Long-term users,6: Adapt from Previous Versions,8: Amazon purchase (price),11: Easy to Use,12: Online version (mobile app),15: Install/download problems,20: Turbo Tax,21: SO versions,23: Interface User friendly,Dom_Topic
90140,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0
90141,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.11,0.04,21
90142,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
90143,0.03,0.03,0.03,0.07,0.03,0.11,0.03,0.04,0.07,0.03,0.04,0.03,8
90144,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.08,0.19,0.04,0.04,0.03,15
90145,0.02,0.03,0.08,0.02,0.02,0.08,0.02,0.03,0.15,0.02,0.13,0.05,15
90146,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.11,0.03,0.1,0.03,15
90147,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,1
90148,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0
90149,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,2
90150,0.03,0.03,0.08,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.09,0.03,13
90151,0.03,0.03,0.03,0.06,0.03,0.13,0.03,0.1,0.03,0.03,0.06,0.06,8
90152,0.03,0.03,0.1,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,5
90153,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0
90154,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.07,0.05,0.04,7
90155,0.02,0.02,0.12,0.09,0.02,0.02,0.02,0.04,0.02,0.02,0.21,0.02,21
90156,0.03,0.03,0.06,0.03,0.06,0.05,0.06,0.03,0.06,0.04,0.03,0.06,7
90157,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.03,21
90158,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.09,0.07,21
90159,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,8
90160,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,19
90161,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.04,0.07,12
90162,0.03,0.03,0.03,0.11,0.03,0.07,0.03,0.03,0.03,0.03,0.06,0.03,5
90163,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.08,0.03,0.03,0.07,0.03,7
90164,0.04,0.08,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,1
90165,0.03,0.03,0.03,0.1,0.03,0.06,0.03,0.03,0.03,0.03,0.1,0.03,5
90166,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.07,5
90167,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
90168,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.12,23
90169,0.03,0.03,0.09,0.08,0.05,0.03,0.03,0.03,0.03,0.03,0.11,0.03,18
90170,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.08,0.13,0.03,0.09,0.03,15
90171,0.03,0.03,0.03,0.07,0.03,0.03,0.07,0.11,0.03,0.03,0.03,0.03,12
90172,0.02,0.02,0.02,0.09,0.05,0.02,0.02,0.12,0.09,0.02,0.11,0.02,12
90173,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.31,0.03,21
90174,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,5
90175,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.09,0.04,12
90176,0.1,0.03,0.06,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.03,21
90177,0.02,0.02,0.11,0.11,0.02,0.02,0.02,0.05,0.05,0.02,0.11,0.02,2
90178,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90179,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,8
90180,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.09,0.04,21
90181,0.01,0.01,0.03,0.02,0.03,0.02,0.01,0.09,0.06,0.01,0.24,0.01,17
90182,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,12
90183,0.03,0.03,0.03,0.14,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,5
90184,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,2
90185,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.05,0.04,0.03,0.08,0.11,23
90186,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
90187,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90188,0.03,0.03,0.03,0.03,0.07,0.07,0.03,0.03,0.06,0.04,0.07,0.07,6
90189,0.05,0.04,0.02,0.06,0.02,0.02,0.02,0.04,0.04,0.06,0.11,0.04,21
90190,0.03,0.03,0.08,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,2
90191,0.03,0.06,0.07,0.05,0.06,0.03,0.03,0.03,0.03,0.03,0.04,0.06,7
90192,0.07,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,11
90193,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.16,0.03,0.04,0.04,15
90194,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,8
90195,0.02,0.02,0.02,0.02,0.01,0.11,0.03,0.03,0.11,0.02,0.05,0.01,7
90196,0.02,0.03,0.01,0.04,0.02,0.01,0.01,0.13,0.18,0.01,0.16,0.02,15
90197,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.04,0.02,0.32,0.02,21
90198,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.07,0.03,0.11,0.03,12
90199,0.03,0.03,0.14,0.14,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
90200,0.02,0.02,0.02,0.09,0.02,0.02,0.02,0.1,0.12,0.02,0.13,0.02,21
90201,0.03,0.03,0.02,0.11,0.03,0.02,0.02,0.11,0.04,0.02,0.2,0.03,21
90202,0.01,0.02,0.03,0.03,0.02,0.01,0.01,0.06,0.01,0.04,0.27,0.01,21
90203,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,14
90204,0.0,0.01,0.0,0.02,0.02,0.01,0.0,0.1,0.19,0.01,0.29,0.0,21
90205,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.25,0.02,0.05,0.02,15
90206,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
90207,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.15,0.04,0.03,0.14,0.03,12
90208,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.09,0.1,0.03,0.05,0.03,15
90209,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.16,0.02,0.02,0.29,0.01,21
90210,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.04,0.03,0.1,0.03,5
90211,0.04,0.08,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,8
90212,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,14
90213,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.07,22
90214,0.02,0.06,0.02,0.04,0.08,0.02,0.02,0.02,0.17,0.02,0.13,0.02,15
90215,0.02,0.02,0.08,0.02,0.02,0.02,0.05,0.02,0.11,0.02,0.25,0.02,21
90216,0.03,0.02,0.02,0.05,0.02,0.01,0.01,0.04,0.03,0.01,0.2,0.02,22
90217,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.11,0.04,0.03,0.07,0.07,12
90218,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.07,0.04,8
90219,0.02,0.01,0.01,0.03,0.06,0.02,0.01,0.05,0.14,0.02,0.27,0.04,21
90220,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.19,0.03,21
90221,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.06,0.03,0.08,0.04,5
90222,0.02,0.02,0.15,0.05,0.02,0.08,0.02,0.03,0.04,0.02,0.06,0.02,2
90223,0.02,0.02,0.05,0.03,0.02,0.03,0.03,0.09,0.03,0.04,0.18,0.02,21
90224,0.12,0.01,0.04,0.03,0.02,0.01,0.02,0.08,0.1,0.01,0.28,0.02,21
90225,0.03,0.03,0.05,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.24,0.06,21
90226,0.02,0.01,0.07,0.03,0.01,0.01,0.02,0.12,0.03,0.01,0.19,0.01,21
90227,0.03,0.05,0.02,0.02,0.05,0.02,0.05,0.13,0.03,0.02,0.07,0.03,12
90228,0.02,0.02,0.02,0.03,0.05,0.02,0.02,0.11,0.07,0.02,0.27,0.03,21
90229,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.07,0.04,10
90230,0.06,0.03,0.03,0.05,0.03,0.06,0.03,0.09,0.03,0.03,0.12,0.03,7
90231,0.02,0.02,0.09,0.02,0.02,0.02,0.04,0.03,0.02,0.03,0.2,0.06,21
90232,0.04,0.01,0.02,0.08,0.01,0.01,0.02,0.01,0.01,0.01,0.45,0.02,21
90233,0.02,0.02,0.07,0.04,0.02,0.02,0.06,0.02,0.02,0.04,0.18,0.02,21
90234,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.07,0.1,0.04,0.15,0.03,21
90235,0.02,0.02,0.02,0.1,0.07,0.02,0.02,0.06,0.02,0.02,0.08,0.02,17
90236,0.02,0.09,0.02,0.14,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.07,21
90237,0.02,0.03,0.04,0.02,0.02,0.03,0.05,0.02,0.02,0.05,0.12,0.06,22
90238,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.08,0.03,0.18,0.05,21
90239,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.03,0.15,0.07,21
90240,0.02,0.02,0.11,0.04,0.04,0.02,0.02,0.08,0.02,0.02,0.25,0.04,21
90241,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.04,0.02,0.02,0.21,0.02,21
90242,0.02,0.04,0.02,0.05,0.04,0.01,0.03,0.03,0.03,0.03,0.19,0.02,21
90243,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.03,0.1,0.07,0.03,12
90244,0.03,0.03,0.05,0.03,0.03,0.09,0.06,0.03,0.03,0.03,0.06,0.12,23
90245,0.03,0.03,0.03,0.09,0.03,0.03,0.1,0.03,0.06,0.03,0.03,0.03,11
90246,0.02,0.02,0.09,0.05,0.02,0.03,0.04,0.02,0.02,0.02,0.11,0.04,17
90247,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.14,0.04,0.03,0.18,0.04,21
90248,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.12,23
90249,0.02,0.02,0.02,0.15,0.05,0.05,0.02,0.03,0.03,0.02,0.12,0.02,5
90250,0.08,0.05,0.05,0.02,0.02,0.02,0.02,0.05,0.1,0.02,0.14,0.02,21
90251,0.06,0.06,0.03,0.13,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.03,5
90252,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.06,0.04,4
90253,0.02,0.02,0.11,0.06,0.02,0.02,0.07,0.03,0.04,0.02,0.11,0.02,2
90254,0.09,0.03,0.06,0.06,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.03,0
90255,0.02,0.05,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.2,0.02,21
90256,0.02,0.02,0.1,0.02,0.02,0.02,0.04,0.02,0.04,0.04,0.2,0.02,21
90257,0.03,0.03,0.03,0.05,0.03,0.05,0.03,0.12,0.03,0.03,0.13,0.03,21
90258,0.06,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.1,0.06,21
90259,0.03,0.03,0.05,0.08,0.03,0.03,0.07,0.03,0.03,0.03,0.08,0.03,5
90260,0.03,0.06,0.03,0.09,0.03,0.03,0.03,0.08,0.05,0.03,0.11,0.03,21
90261,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.04,0.02,0.03,0.26,0.02,21
90262,0.04,0.02,0.04,0.11,0.02,0.02,0.02,0.03,0.02,0.02,0.23,0.02,21
90263,0.02,0.02,0.02,0.14,0.02,0.04,0.02,0.04,0.02,0.02,0.21,0.02,21
90264,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.07,21
90265,0.02,0.02,0.09,0.06,0.04,0.02,0.04,0.02,0.02,0.02,0.13,0.04,21
90266,0.03,0.03,0.03,0.03,0.07,0.03,0.06,0.14,0.07,0.03,0.12,0.03,12
90267,0.04,0.04,0.08,0.03,0.04,0.04,0.04,0.07,0.03,0.06,0.04,0.08,2
90268,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,8
90269,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.04,0.04,0.03,0.13,0.03,21
90270,0.01,0.01,0.07,0.05,0.04,0.03,0.01,0.07,0.05,0.01,0.26,0.01,21
90271,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.03,21
90272,0.03,0.04,0.05,0.02,0.04,0.01,0.01,0.08,0.22,0.02,0.12,0.03,15
90273,0.01,0.01,0.02,0.06,0.04,0.02,0.02,0.17,0.08,0.01,0.19,0.01,21
90274,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.14,0.08,0.04,0.12,0.03,12
90275,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.06,0.14,0.02,0.18,0.05,21
90276,0.03,0.02,0.02,0.08,0.05,0.05,0.02,0.06,0.06,0.03,0.17,0.02,21
90277,0.02,0.01,0.01,0.03,0.03,0.02,0.01,0.07,0.13,0.01,0.34,0.01,21
90278,0.08,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90279,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,17
90280,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.07,0.24,0.02,0.08,0.02,15
90281,0.07,0.03,0.07,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.07,8
90282,0.02,0.02,0.03,0.04,0.02,0.05,0.02,0.04,0.02,0.02,0.18,0.02,21
90283,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.12,0.18,0.02,0.17,0.02,15
90284,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,14
90285,0.02,0.02,0.05,0.07,0.02,0.02,0.02,0.1,0.03,0.02,0.23,0.02,21
90286,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.11,0.02,0.02,0.1,0.02,16
90287,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.11,0.03,21
90288,0.02,0.02,0.02,0.06,0.02,0.02,0.04,0.04,0.02,0.02,0.15,0.04,21
90289,0.02,0.03,0.02,0.02,0.01,0.04,0.01,0.03,0.12,0.01,0.16,0.01,7
90290,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.07,0.04,16
90291,0.01,0.04,0.04,0.04,0.02,0.03,0.01,0.08,0.06,0.04,0.15,0.03,21
90292,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.08,23
90293,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.1,0.03,0.02,0.24,0.02,21
90294,0.01,0.04,0.01,0.03,0.01,0.05,0.02,0.17,0.09,0.02,0.14,0.01,12
90295,0.01,0.01,0.01,0.06,0.01,0.04,0.01,0.11,0.32,0.02,0.1,0.03,15
90296,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.07,0.09,0.02,0.22,0.01,21
90297,0.04,0.05,0.04,0.04,0.02,0.03,0.02,0.05,0.02,0.02,0.19,0.05,21
90298,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.21,0.01,0.01,0.25,0.03,21
90299,0.03,0.03,0.03,0.04,0.01,0.01,0.01,0.06,0.01,0.02,0.19,0.01,21
90300,0.02,0.02,0.02,0.08,0.02,0.02,0.04,0.04,0.04,0.04,0.32,0.02,21
90301,0.02,0.01,0.01,0.08,0.01,0.01,0.01,0.16,0.07,0.03,0.22,0.06,21
90302,0.01,0.0,0.0,0.05,0.01,0.0,0.02,0.05,0.01,0.04,0.28,0.0,21
90303,0.02,0.05,0.03,0.02,0.02,0.07,0.02,0.07,0.02,0.02,0.17,0.02,21
90304,0.02,0.05,0.1,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.27,0.02,21
90305,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
90306,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.08,0.04,0.04,0.06,0.04,12
90307,0.01,0.02,0.01,0.06,0.04,0.01,0.01,0.01,0.1,0.01,0.38,0.01,21
90308,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,4
90309,0.1,0.03,0.07,0.07,0.03,0.03,0.03,0.07,0.04,0.03,0.03,0.03,0
90310,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.03,0.04,0.03,0.11,0.03,21
90311,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,10
90312,0.04,0.04,0.07,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,2
90313,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
90314,0.02,0.05,0.05,0.02,0.05,0.02,0.05,0.06,0.06,0.05,0.09,0.02,10
90315,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.03,0.14,0.03,0.03,0.03,15
90316,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,8
90317,0.04,0.07,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,8
90318,0.05,0.02,0.02,0.02,0.05,0.02,0.02,0.04,0.05,0.02,0.09,0.05,17
90319,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.06,0.11,0.04,0.18,0.03,21
90320,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,4
90321,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.05,0.07,17
90322,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,9
90323,0.03,0.03,0.08,0.11,0.03,0.03,0.11,0.03,0.03,0.03,0.07,0.05,5
90324,0.05,0.03,0.06,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.17,0.06,21
90325,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,4
90326,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90327,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90328,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
90329,0.03,0.03,0.07,0.11,0.03,0.07,0.03,0.03,0.03,0.03,0.07,0.03,5
90330,0.07,0.03,0.07,0.04,0.07,0.03,0.03,0.03,0.03,0.03,0.07,0.03,7
90331,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,12
90332,0.07,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,10
90333,0.03,0.03,0.04,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.09,0.03,3
90334,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.04,6
90335,0.03,0.03,0.03,0.13,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,5
90336,0.06,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.05,0.03,0.08,0.03,17
90337,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,10
90338,0.02,0.02,0.08,0.08,0.05,0.02,0.02,0.02,0.04,0.02,0.06,0.02,13
90339,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.03,0.05,0.02,0.17,0.02,21
90340,0.02,0.02,0.02,0.04,0.02,0.05,0.05,0.02,0.08,0.02,0.07,0.02,10
90341,0.02,0.02,0.02,0.02,0.08,0.07,0.02,0.03,0.02,0.05,0.11,0.02,13
90342,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90343,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90344,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.06,0.04,0.08,0.04,8
90345,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
90346,0.06,0.03,0.06,0.03,0.03,0.06,0.06,0.03,0.08,0.03,0.14,0.03,21
90347,0.02,0.05,0.08,0.02,0.02,0.04,0.02,0.04,0.02,0.02,0.06,0.07,9
90348,0.02,0.05,0.04,0.07,0.02,0.04,0.04,0.03,0.02,0.02,0.16,0.02,21
90349,0.01,0.03,0.05,0.05,0.03,0.01,0.01,0.02,0.04,0.01,0.22,0.01,21
90350,0.02,0.02,0.05,0.02,0.03,0.04,0.02,0.04,0.04,0.02,0.19,0.02,21
90351,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90352,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.11,0.03,21
90353,0.03,0.03,0.03,0.03,0.06,0.06,0.06,0.03,0.03,0.03,0.12,0.09,21
90354,0.01,0.01,0.04,0.02,0.01,0.09,0.01,0.01,0.1,0.01,0.14,0.03,7
90355,0.08,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90356,0.07,0.04,0.04,0.04,0.07,0.04,0.11,0.04,0.04,0.04,0.04,0.04,11
90357,0.03,0.03,0.07,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.06,5
90358,0.04,0.04,0.07,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,8
90359,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,19
90360,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.07,4
90361,0.04,0.02,0.02,0.08,0.04,0.02,0.04,0.05,0.02,0.02,0.21,0.04,21
90362,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,14
90363,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2
90364,0.02,0.02,0.05,0.06,0.07,0.03,0.03,0.01,0.02,0.03,0.06,0.07,13
90365,0.02,0.02,0.02,0.09,0.02,0.02,0.02,0.04,0.02,0.02,0.21,0.02,21
90366,0.02,0.07,0.02,0.02,0.02,0.03,0.03,0.13,0.02,0.02,0.23,0.02,21
90367,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,10
90368,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
90369,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.15,0.04,0.11,0.03,15
90370,0.06,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,13
90371,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90372,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.14,0.11,0.03,0.03,0.03,12
90373,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,21
90374,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
90375,0.04,0.04,0.04,0.04,0.07,0.04,0.07,0.04,0.04,0.04,0.04,0.04,6
90376,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.04,21
90377,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.09,0.03,21
90378,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.07,0.04,10
90379,0.07,0.04,0.04,0.04,0.04,0.07,0.07,0.04,0.04,0.04,0.04,0.04,0
90380,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.04,0.04,0.04,0.04,0.04,6
90381,0.03,0.07,0.1,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.08,0.03,2
90382,0.03,0.03,0.04,0.03,0.07,0.04,0.03,0.03,0.03,0.03,0.09,0.03,18
90383,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.07,22
90384,0.02,0.02,0.03,0.02,0.03,0.04,0.04,0.04,0.04,0.02,0.38,0.02,21
90385,0.03,0.03,0.03,0.07,0.03,0.03,0.07,0.05,0.08,0.03,0.1,0.03,21
90386,0.04,0.02,0.04,0.02,0.04,0.02,0.04,0.05,0.03,0.02,0.2,0.04,21
90387,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.07,0.02,17
90388,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.05,0.03,0.2,0.03,21
90389,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,3
90390,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,8
90391,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,21
90392,0.02,0.02,0.08,0.02,0.02,0.02,0.05,0.16,0.05,0.02,0.05,0.08,12
90393,0.07,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,9
90394,0.03,0.03,0.03,0.05,0.06,0.03,0.03,0.09,0.03,0.03,0.04,0.03,9
90395,0.04,0.04,0.07,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,2
90396,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.07,15
90397,0.02,0.04,0.03,0.02,0.02,0.08,0.04,0.05,0.03,0.02,0.03,0.04,13
90398,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.03,0.02,0.02,13
90399,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.1,0.04,0.04,0.04,8
90400,0.03,0.03,0.03,0.03,0.03,0.14,0.03,0.03,0.03,0.03,0.03,0.03,8
